index,id,type,name_en,name_zh,mana,max_uses,price,spawn_level,spawn_probability,related_projectiles,custom_xml_file,never_unlimited,custom_uses_logic,description_en,description_zh,action_summary,action_body_lines
322,LIGHTNING_RAY_ENEMY,ACTION_TYPE_MODIFIER,Personal lightning caster,专属闪电投射器,90,20,150,"1,2,3,4,5","0,0.2,0.4,0.4,0.5",,data/entities/misc/custom_cards/electric_charge.xml,,,Makes a projectile turn the creatures it hits into living thunderstorms,令投射物将击中的生物变为活着的雷电风暴,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_lightning_ray_enemy.xml,""",2
323,TENTACLE_RAY_ENEMY,ACTION_TYPE_MODIFIER,Personal tentacler,专属触手怪,90,20,150,"1,2,3,4,5","0,0.1,0.4,0.5,0.4",,,,,Makes creatures hit by a projectile grow tentacles in a chaotic manner,令被投射物击中的生物以混乱的方式长出触手,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_tentacle_ray_enemy.xml,""",2
324,GRAVITY_FIELD_ENEMY,ACTION_TYPE_MODIFIER,Personal gravity field,专属重力领域,110,20,250,"1,2,4,5","0.5,0.6,0.4,0.4",,,,,Makes creatures hit by a projectile gain a temporary gravity well that draws projectiles in,令投射物击中的生物获得暂时性的重力井，吸引投射物,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_gravity_field_enemy.xml,""",2
325,CURSE,ACTION_TYPE_MODIFIER,Venomous Curse,猛毒诅咒,30,,140,"2,3,5,10","0.6,0.7,0.4,0.1",,,,,Imbues a projectile with a curse that makes the target hit by the projectile to waste away,为一个投射物施加诅咒，令其击中的目标逐渐衰弱,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_curse.xml,""",2
326,CURSE_WITHER_PROJECTILE,ACTION_TYPE_MODIFIER,Weakening Curse - Projectiles,虚弱诅咒 - 投射物,50,,100,"3,4,5,6,10","0.2,0.4,0.7,0.7,0.1",,,,,Target hit by a projectile takes 25% extra projectile damage for a time,被投射物击中的目标短时间内会受到额外的 25% 投射物伤害,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_curse_wither_projectile.xml,""",2
327,CURSE_WITHER_EXPLOSION,ACTION_TYPE_MODIFIER,Weakening Curse - Explosives,虚弱诅咒 - 爆炸,50,,100,"2,3,4,5,10","0.2,0.4,0.7,0.7,0.1",,,,,Target hit by a projectile takes 25% extra explosion damage for a time,被投射物击中的目标短时间内会受到额外的 25% 爆炸伤害,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_curse_wither_explosion.xml,""",2
328,CURSE_WITHER_MELEE,ACTION_TYPE_MODIFIER,Weakening Curse - Melee,虚弱诅咒 - 近战,50,,100,"3,4,5,6,10","0.2,0.4,0.7,0.7,0.1",,,,,Target hit by a projectile takes 25% extra melee damage for a time,被投射物击中的目标短时间内会受到额外的 25% 近战伤害,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_curse_wither_melee.xml,""",2
329,CURSE_WITHER_ELECTRICITY,ACTION_TYPE_MODIFIER,Weakening Curse - Electricity,虚弱诅咒 - 雷电,50,,100,"1,4,5,6,10","0.2,0.4,0.7,0.7,0.1",,,,,Target hit by a projectile takes 25% extra electricity damage for a time,被投射物击中的目标短时间内会受到额外的 25% 电力伤害,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_curse_wither_electricity.xml,""",2
330,ORBIT_DISCS,ACTION_TYPE_MODIFIER,Sawblade Orbit,锯刃环绕,70,,200,"1,2,4,5","0.3,0.65,0.4,0.3",,,,,Makes four sawblades rotate around a projectile,令四片锯刃环绕一个投射物旋转,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_discs.xml,""",2
331,ORBIT_FIREBALLS,ACTION_TYPE_MODIFIER,Fireball Orbit,火球环绕,40,,140,"0,1,2,4,5","0.2,0.3,0.7,0.4,0.2",,,,,Makes four fireballs rotate around a projectile,令四个火球环绕一个投射物旋转,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_fireballs.xml,""",2
332,ORBIT_NUKES,ACTION_TYPE_MODIFIER,Nuke Orbit,核弹环绕,250,3,400,"2,4,5,6,10","0.1,0.2,0.1,0.2,1",,,,,Makes four… nukes(?!) rotate around a projectile,令四个... 核弹(?!)环绕一个投射物旋转,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_nukes.xml,""",2
333,ORBIT_LASERS,ACTION_TYPE_MODIFIER,Plasma Beam Orbit,电浆束环绕,100,,200,"1,2,4,5,10","0.2,0.7,0.4,0.3,0.2",,,,,Makes four plasma beams rotate around a projectile,令四道电浆束环绕一个投射物旋转,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_lasers.xml,""",2
334,ORBIT_LARPA,ACTION_TYPE_MODIFIER,Orbit Larpa,环绕拉帕,90,,240,"3,4,6,10","0.2,0.2,0.8,0.2",,,,,Makes four copies of a projectile rotate around it,令投射物的四个复制品环绕其旋转,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/orbit_larpa.xml,""",2
335,CHAIN_SHOT,ACTION_TYPE_MODIFIER,Chain Spell,连锁法术,70,100,240,"2,4,5","0.4,0.6,0.8",,,,,"Causes a projectile to cast a copy of itself upon expiring, up to 5 times",令一个投射物在消失时施放自己的复制品，最多 5 次,"额外抽取: 1, true | 状态修正: c.lifetime_add -= 30; c.damage_projectile_add -= 0.2; c.explosion_radius -= 5.0; c.spread_degrees += 10.0 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/chain_shot.xml,""",9
336,ARC_ELECTRIC,ACTION_TYPE_MODIFIER,Electric Arc,电弧,15,15,170,"2,3,4,5,6","0.4,0.4,0.4,0.4,0.8",,data/entities/misc/custom_cards/arc_electric.xml,,,Creates arcs of lightning between projectiles (requires 2 projectile spells),在投射物之间产生电弧（需要 2 个投射法术）,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/arc_electric.xml,""",2
337,ARC_FIRE,ACTION_TYPE_MODIFIER,Fire Arc,火焰弧,15,15,160,"1,2,3,4,5","0.4,0.2,0.2,0.5,0.2",,data/entities/misc/custom_cards/arc_fire.xml,,,Creates arcs of fire between projectiles (requires 2 projectile spells),在投射物之间产生火弧（需要 2 个投射法术）,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/arc_fire.xml,""",2
338,ARC_GUNPOWDER,ACTION_TYPE_MODIFIER,Gunpowder Arc,火药弧,15,15,160,"1,2,3,4,5","0.4,0.4,0.2,0.4,0.2",,data/entities/misc/custom_cards/arc_gunpowder.xml,,,Creates arcs of gunpowder between projectiles (requires 2 projectile spells),在投射物之间产生火药弧（需要 2 个投射法术）,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/arc_gunpowder.xml,""",2
339,ARC_POISON,ACTION_TYPE_MODIFIER,Poison Arc,毒液弧,15,15,160,"1,2,3,4,5","0.4,0.2,0.4,0.2,0.4",,data/entities/misc/custom_cards/arc_poison.xml,,,Creates arcs of poison between projectiles (requires 2 projectile spells),在投射物之间产生毒液弧（需要 2 个投射法术）,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/arc_poison.xml,""",2
340,CRUMBLING_EARTH_PROJECTILE,ACTION_TYPE_MODIFIER,Earthquake shot,地震魔弹,45,15,200,"1,2,3,4,5","0.2,0.3,0.4,0.4,0.3",,data/entities/misc/custom_cards/arc_poison.xml,,,Makes a projectile crumble the earth it hits,投射物令击中的土地崩溃粉碎,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/crumbling_earth_projectile.xml,""",2
341,X_RAY,ACTION_TYPE_UTILITY,All-seeing eye,全知之眼,100,10,230,"0,1,2,3,4,5,6","0.8,1,1,0.7,0.5,0.3,0.2",data/entities/projectiles/deck/xray.xml,data/entities/misc/custom_cards/xray.xml,,,See into the unexplored. But not everywhere...,窥视未曾探索区域，但并非毫无限制...,"投射物/触发: add_projectile(""data/entities/projectiles/deck/xray.xml"")",1
342,UNSTABLE_GUNPOWDER,ACTION_TYPE_MODIFIER,Firecrackers,爆竹,15,20,140,"2,3,4","0.3,0.4,0.4",,data/entities/misc/custom_cards/unstable_gunpowder.xml,,,Makes a projectile release firecrackers when it disappears,令投射物在消失时放出爆竹,"额外抽取: 1, true | 状态修正: c.material_amount += 10 | 状态赋值: c.material = ""gunpowder_unstable""",4
343,ACID_TRAIL,ACTION_TYPE_MODIFIER,Acid trail,酸液轨迹,15,50,160,"1,2,3,4,5","0.3,0.2,0.3,0.3,0.4",,data/entities/misc/custom_cards/acid_trail.xml,,,Gives a projectile a trail of acid,投射物留下酸液轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 5 | 状态赋值: c.trail_material = c.trail_material .. ""acid,""",3
344,POISON_TRAIL,ACTION_TYPE_MODIFIER,Poison trail,毒素轨迹,10,50,160,"2,3,4","0.3,0.3,0.3",,data/entities/misc/custom_cards/poison_trail.xml,,,Gives a projectile a trail of poison,投射物留下毒素轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 9 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_poison.xml,""; c.trail_material = c.trail_material .. ""poison,""",4
345,OIL_TRAIL,ACTION_TYPE_MODIFIER,Oil trail,油液轨迹,10,50,160,"2,3,4","0.3,0.3,0.3",,data/entities/misc/custom_cards/oil_trail.xml,,,Gives a projectile a trail of oil,投射物留下油液轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 20 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_oiled.xml,""; c.trail_material = c.trail_material .. ""oil,""",4
346,WATER_TRAIL,ACTION_TYPE_MODIFIER,Water trail,清水轨迹,10,50,160,"1,2,3,4","0.3,0.3,0.3,0.3",,data/entities/misc/custom_cards/water_trail.xml,,,Gives a projectile a trail of water,投射物留下清水轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 20 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_wet.xml,""; c.trail_material = c.trail_material .. ""water,""",4
347,GUNPOWDER_TRAIL,ACTION_TYPE_MODIFIER,Gunpowder trail,火药轨迹,10,50,160,"2,3,4","0.3,0.3,0.3",,data/entities/misc/custom_cards/gunpowder_trail.xml,,,Gives a projectile a trail of gunpowder,投射物留下火药轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 20 | 状态赋值: c.trail_material = c.trail_material .. ""gunpowder,""",3
348,FIRE_TRAIL,ACTION_TYPE_MODIFIER,Fire trail,火焰轨迹,10,50,130,"0,1,2,3,4","0.4,0.5,0.3,0.3,0.2",,data/entities/misc/custom_cards/fire_trail.xml,,,Gives a projectile a trail of fiery particles,投射物留下炽热粒子的轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 10 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_on_fire.xml,""; c.trail_material = c.trail_material .. ""fire,""",4
349,BURN_TRAIL,ACTION_TYPE_MODIFIER,Burning trail,燃烧轨迹,5,120,100,"0,1,2","0.4,0.3,0.3",,data/entities/misc/custom_cards/burn_trail.xml,,,Gives a projectile a tail of fire,投射物留下火焰轨迹,"额外抽取: 1, true | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_on_fire.xml,""; c.extra_entities = c.extra_entities .. ""data/entities/misc/burn.xml,""",3
350,TORCH,ACTION_TYPE_PASSIVE,Torch,火把,0,50,100,"0,1,2","1,0.6,0.5",,data/entities/misc/custom_cards/torch.xml,,,Lights your wand right up!,让你的魔杖亮起来！,"额外抽取: 1, true",1
351,TORCH_ELECTRIC,ACTION_TYPE_PASSIVE,Electric Torch,电子火把,0,50,150,"0,1,2","0.8,0.6,0.4",,data/entities/misc/custom_cards/torch_electric.xml,,,Gives your wand a bright but very dangerous light!,为魔杖赋予明亮而极度危险的光！,"额外抽取: 1, true",1
352,ENERGY_SHIELD,ACTION_TYPE_PASSIVE,Energy shield,能量盾,,,220,"1,2,3,4,5,6","0.05,0.4,0.8,0.4,0.4,0.6",,data/entities/misc/custom_cards/energy_shield.xml,,,Deflects incoming projectiles,偏斜射来的投射物,"额外抽取: 1, true",2
353,ENERGY_SHIELD_SECTOR,ACTION_TYPE_PASSIVE,Energy shield sector,能量盾部分,,,160,"0,1,2,3,4,5","0.1,0.5,0.6,0.8,0.5,0.4",,data/entities/misc/custom_cards/energy_shield_sector.xml,,,Deflects incoming projectiles,偏斜射来的投射物,"额外抽取: 1, true",2
354,ENERGY_SHIELD_SHOT,ACTION_TYPE_MODIFIER,Projectile energy shield,投射物能量盾,5,,180,"2,3,4,5,6","0.3,0.3,0.5,0.4,0.3",,,,,Gives a projectile a shield that deflects other projectiles,为投射物赋予护盾，偏转其他投射物,"额外抽取: 1, true | 状态修正: c.speed_multiplier *= 0.4 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/energy_shield_shot.xml,""",10
355,TINY_GHOST,ACTION_TYPE_PASSIVE,Summon Tiny Ghost,召唤迷你幽灵,0,,160,"1,2,3,4,5,6","0.1,0.5,1,0.8,0.7,0.5",,data/entities/misc/custom_cards/tiny_ghost.xml,,,Summons a tiny ethereal being to your help. It may cast stronger spells depending on how much damage you have suffered.,召唤一个小小的虚无存在帮手。它会根据你已经受到的伤害施放更强大的法术。,"额外抽取: 1, true",1
356,OCARINA_A,ACTION_TYPE_OTHER,Ocarina - note A,陶笛 - 音符 A,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_a.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_a.xml"") | 状态修正: c.fire_rate_wait += 15",2
357,OCARINA_B,ACTION_TYPE_OTHER,Ocarina - note B,陶笛 - 音符 B,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_b.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_b.xml"") | 状态修正: c.fire_rate_wait += 15",2
358,OCARINA_C,ACTION_TYPE_OTHER,Ocarina - note C,陶笛 - 音符 C,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_c.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_c.xml"") | 状态修正: c.fire_rate_wait += 15",2
359,OCARINA_D,ACTION_TYPE_OTHER,Ocarina - note D,陶笛 - 音符 D,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_d.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_d.xml"") | 状态修正: c.fire_rate_wait += 15",2
360,OCARINA_E,ACTION_TYPE_OTHER,Ocarina - note E,陶笛 - 音符 E,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_e.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_e.xml"") | 状态修正: c.fire_rate_wait += 15",2
361,OCARINA_F,ACTION_TYPE_OTHER,Ocarina - note F,陶笛 - 音符 F,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_f.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_f.xml"") | 状态修正: c.fire_rate_wait += 15",2
362,OCARINA_GSHARP,ACTION_TYPE_OTHER,Ocarina - note G#,陶笛 - 音符 G#,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_gsharp.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_gsharp.xml"") | 状态修正: c.fire_rate_wait += 15",2
363,OCARINA_A2,ACTION_TYPE_OTHER,Ocarina - note A2,陶笛 - 音符 A2,1,,10,10,0,data/entities/projectiles/deck/ocarina/ocarina_a2.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/ocarina/ocarina_a2.xml"") | 状态修正: c.fire_rate_wait += 15",2
364,KANTELE_A,ACTION_TYPE_OTHER,Kantele - note A,齐特琴 - 音符 A,1,,10,10,0,data/entities/projectiles/deck/kantele/kantele_a.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/kantele/kantele_a.xml"") | 状态修正: c.fire_rate_wait += 15",2
365,KANTELE_D,ACTION_TYPE_OTHER,Kantele - note D,齐特琴 - 音符 D,1,,10,10,0,data/entities/projectiles/deck/kantele/kantele_d.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/kantele/kantele_d.xml"") | 状态修正: c.fire_rate_wait += 15",2
366,KANTELE_DIS,ACTION_TYPE_OTHER,Kantele - note D#,齐特琴 - 音符 D#,1,,10,10,0,data/entities/projectiles/deck/kantele/kantele_dis.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/kantele/kantele_dis.xml"") | 状态修正: c.fire_rate_wait += 15",2
367,KANTELE_E,ACTION_TYPE_OTHER,Kantele - note E,齐特琴 - 音符 E,1,,10,10,0,data/entities/projectiles/deck/kantele/kantele_e.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/kantele/kantele_e.xml"") | 状态修正: c.fire_rate_wait += 15",2
368,KANTELE_G,ACTION_TYPE_OTHER,Kantele - note G,齐特琴 - 音符 G,1,,10,10,0,data/entities/projectiles/deck/kantele/kantele_g.xml,,,,Music for your ears!,悦耳的音乐！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/kantele/kantele_g.xml"") | 状态修正: c.fire_rate_wait += 15",2
369,RANDOM_SPELL,ACTION_TYPE_OTHER,Random spell,随机法术,5,,100,"3,4,5,6,10","0.2,0.3,0.2,0.1,0.5",,,,,"Casts a spell, any spell, at random!",随机施放一个法术 – 随便什么法术！,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, #actions); Random(1, #actions)",26
370,RANDOM_PROJECTILE,ACTION_TYPE_PROJECTILE,Random projectile spell,随机投射物法术,20,,150,"2,4,5,6,10","0.2,0.4,0.1,0.2,0.5",,,,,Casts one random projectile spell,施放一个随机投射物法术,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, #actions); Random(1, #actions)",26
371,RANDOM_MODIFIER,ACTION_TYPE_MODIFIER,Random modifier spell,随机修正法术,20,,120,"4,5,6,10","0.3,0.2,0.1,0.5",,,,,Casts one random modifier spell,施放一个随机修正法术,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, #actions); Random(1, #actions)",26
372,RANDOM_STATIC_PROJECTILE,ACTION_TYPE_STATIC_PROJECTILE,Random static projectile spell,随机静态投射物法术,20,,160,"3,5,6,10","0.2,0.1,0.2,0.5",,,,,Casts one random static projectile spell,施放一个随机静态投射物法术,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, #actions); Random(1, #actions)",26
373,DRAW_RANDOM,ACTION_TYPE_OTHER,Copy random spell,复制随机法术,20,,150,"2,3,4,5,6,10","0.3,0.2,0.2,0.1,0.1,1",,,,,Casts a random spell among the spells in your wand,施放你魔杖中法术中的一个随机法术,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, datasize)",40
374,DRAW_RANDOM_X3,ACTION_TYPE_OTHER,Copy random spell thrice,三次复制随机法术,50,,250,"3,4,5,6,10","0.1,0.3,0.1,0.1,1",,,,,Casts a random spell among the spells in your wand three times!,施放你魔杖中法术中的一个随机法术三次！,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, datasize)",42
375,DRAW_3_RANDOM,ACTION_TYPE_OTHER,Copy three random spells,复制三个随机法术,40,,200,"2,3,5,6,10","0.1,0.2,0.1,0.1,1",,,,,Casts three random spells among the spells in your wand,施放你魔杖中法术中的三个随机法术,"引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, datasize)",43
376,ALL_NUKES,ACTION_TYPE_UTILITY,Spells to nukes,核弹置换术,600,2,600,"6,10","0.1,1",,,true,,"Transforms every projectile currently in the air into a nuke, not a good idea",将目前正在空中飞行的每个投射物化为核弹；不算是个好点子,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_nukes.xml"") | 状态修正: c.fire_rate_wait += 100; current_reload_time += 100",3
377,ALL_DISCS,ACTION_TYPE_UTILITY,Spells to giga sawblades,巨型锯刃置换术,100,15,400,"0,6,10","0.1,0.05,1",,,,,Transforms every projectile currently in the air into a giant sawblade,将目前正在空中飞行的每个投射物化为巨型锯刃,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_discs.xml"") | 状态修正: c.fire_rate_wait += 50; current_reload_time += 50",3
378,ALL_ROCKETS,ACTION_TYPE_UTILITY,Spells to magic missiles,魔法飞弹置换术,100,10,400,"1,6,10","0.1,0.05,1",,,true,,Transforms every projectile currently in the air into a magic missile,将目前正在空中飞行的每个投射物化为魔法飞弹,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_rockets.xml"") | 状态修正: c.fire_rate_wait += 50; current_reload_time += 50",3
379,ALL_DEATHCROSSES,ACTION_TYPE_UTILITY,Spells to death crosses,死亡十字置换术,80,15,350,"2,6,10","0.1,0.05,1",,,true,,Transforms every projectile currently in the air into a death cross,将目前正在空中飞行的每个投射物化为死亡十字,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_deathcrosses.xml"") | 状态修正: c.fire_rate_wait += 40; current_reload_time += 40",3
380,ALL_BLACKHOLES,ACTION_TYPE_UTILITY,Spells to black holes,黑洞置换术,200,10,500,"3,6,10","0.1,0.05,1",,,true,,Transforms every projectile currently in the air into a black hole,将目前正在空中飞行的每个投射物化为黑洞,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_blackholes.xml"") | 状态修正: c.fire_rate_wait += 100; current_reload_time += 100",3
381,ALL_ACID,ACTION_TYPE_UTILITY,Spells to acid,酸液置换术,200,15,600,"4,6,10","0.1,0.05,1",,,,,Transforms every projectile currently in the air into a pool of acid,将目前正在空中飞行的每个投射物化为一池酸液,"投射物/触发: add_projectile(""data/entities/projectiles/deck/all_acid.xml"") | 状态修正: c.fire_rate_wait += 100; current_reload_time += 100",3
382,ALL_SPELLS,ACTION_TYPE_OTHER,The end of everything,万物之终结,600,1,1000,10,1,,,true,,You're heavily advised not to cast this spell.,强烈建议不要施放这个法术。,"状态修正: c.fire_rate_wait += 100; current_reload_time += 100 | 引擎调用: EntityLoad(""data/entities/projectiles/deck/all_spells_loader.xml"", x, y)",7
383,SUMMON_PORTAL,ACTION_TYPE_OTHER,Summon portal,召唤传送门,50,7,100,10,0,,data/entities/misc/custom_cards/summon_portal.xml,,,Summons a strange portal,召唤一个怪异的传送门,"投射物/触发: add_projectile(""data/entities/projectiles/deck/summon_portal.xml"") | 状态修正: c.fire_rate_wait += 80",2
384,ADD_TRIGGER,ACTION_TYPE_OTHER,Add trigger,追加触发,10,50,100,"3,4,5,10","0.3,0.6,0.6,1",,,,,Makes a projectile cast another spell upon collision,令投射物在碰撞时施放另一法术,"投射物/触发: add_projectile_trigger_hit_world(target, 1)",64
385,ADD_TIMER,ACTION_TYPE_OTHER,Add timer,追加计时,20,50,150,"3,4,5,10","0.3,0.6,0.6,1",,,,,Makes a projectile cast another spell after a short time,令投射物在短暂时间后施放另一法术,"投射物/触发: add_projectile_trigger_timer(target, 20, 1)",64
386,ADD_DEATH_TRIGGER,ACTION_TYPE_OTHER,Add expiration trigger,追加失效触发,20,50,150,"3,4,5,10","0.3,0.6,0.6,1",,,,,Makes a projectile cast another spell upon expiring,令投射物在失效时施放另一法术,"投射物/触发: add_projectile_trigger_death(target, 1)",64
387,LARPA_CHAOS,ACTION_TYPE_MODIFIER,Chaos larpa,混沌拉帕,100,20,260,"2,3,4,5,10","0.1,0.2,0.3,0.4,0.2",,,,,Makes a projectile cast copies of itself in random directions,令投射物向随机方向施放自身的复制品,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 15 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/larpa_chaos.xml,""",3
388,LARPA_DOWNWARDS,ACTION_TYPE_MODIFIER,Downwards larpa,下方向拉帕,120,20,290,"2,3,4,5,10","0.1,0.3,0.4,0.2,0.2",,,,,Makes a projectile cast copies of itself with a downwards trajectory,令投射物以向下的轨迹施放自身的复制品,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 15 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/larpa_downwards.xml,""",3
389,LARPA_UPWARDS,ACTION_TYPE_MODIFIER,Upwards larpa,上方向拉帕,120,20,290,"2,3,4,5,10","0.1,0.1,0.2,0.4,0.2",,,,,Makes a projectile cast copies of itself with an upwards trajectory,令投射物以向上的轨迹施放自身的复制品,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 15 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/larpa_upwards.xml,""",3
390,LARPA_CHAOS_2,ACTION_TYPE_MODIFIER,Copy trail,复制轨迹,150,20,300,"3,5,10","0.1,0.4,0.1",,,,,Makes a projectile leave a trail of copies of itself,投射物留下由自身复制品构成的轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/larpa_chaos_2.xml,""",3
391,LARPA_DEATH,ACTION_TYPE_MODIFIER,Larpa Explosion,拉帕爆炸,90,30,150,"2,3,4,5,10","0.1,0.1,0.3,0.4,0.2",,,,,A projectile will shoot out 8 copies of itself when it expires or hits the ground,投射物在消失或击中地面时会射出自身的 8 个复制品,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 15 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/larpa_death.xml,""",3
392,ALPHA,ACTION_TYPE_OTHER,Alpha,初始,40,,200,"5,6,10","0.1,0.2,1",,,,,Casts a copy of the first spell in your wand,施放你魔杖中第一个法术的复制品,状态修正: c.fire_rate_wait += 15,21
393,GAMMA,ACTION_TYPE_OTHER,Gamma,伽马校正,40,,200,"5,6,10","0.1,0.2,1",,,,,Casts a copy of the last spell in your wand,施放你魔杖中最后一个法术的复制品,状态修正: c.fire_rate_wait += 15,19
394,TAU,ACTION_TYPE_OTHER,Tau,陶,90,,200,"5,6,10","0.1,0.2,1",,,,,Copies the two following spells in the wand when cast,施放时复制魔杖中的两个跟随法术,状态修正: c.fire_rate_wait += 35,36
395,OMEGA,ACTION_TYPE_OTHER,Omega,终结,320,,600,"5,6,10","0.1,0.1,1",,,,,Casts copies of every spell in your wand,施放你魔杖中的每个法术,状态修正: c.fire_rate_wait += 50,34
396,MU,ACTION_TYPE_OTHER,Mu,谬,120,,500,"5,6,10","0.1,0.2,1",,,,,Every modifier-type spell in the current wand is applied to a projectile,当前魔杖中的所有修饰类型法术应用到投射物,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 50",44
